campaign_id,customer_id,assignment_date,treatment_group,offer_value,message_type,offer_opened,booked_within_30d,rides_within_30d,gross_spend_within_30d,offer_redeemed,promotion_cost,net_revenue_within_30d,retained_within_60d
WINBACK_2025_06,C00031,2025-06-02,Message only,0.0,Try us again,0,1,2,53.33,0,0.0,38.4,0
WINBACK_2025_06,C00032,2025-06-02,$5 ride credit,5.0,Save money,1,1,5,139.97,1,5.0,95.78,1
WINBACK_2025_06,C00033,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00034,2025-06-02,$5 off,5.0,Convenience,1,1,1,23.55,1,5.0,11.96,1
WINBACK_2025_06,C00035,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00036,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00037,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00038,2025-06-02,Message only,0.0,Convenience,0,1,1,32.6,0,0.0,23.47,0
WINBACK_2025_06,C00039,2025-06-02,20% off,6.5,Save money,1,1,1,24.42,1,4.88,12.7,0
WINBACK_2025_06,C00040,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00041,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00042,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00043,2025-06-02,20% off,6.5,Save money,0,1,1,18.01,1,3.6,9.37,0
WINBACK_2025_06,C00044,2025-06-02,$5 off,5.0,Save money,0,1,1,24.46,1,5.0,12.61,0
WINBACK_2025_06,C00045,2025-06-02,Message only,0.0,Convenience,0,1,2,57.57,0,0.0,41.45,0
WINBACK_2025_06,C00046,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00047,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00048,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00049,2025-06-02,$5 off,5.0,Convenience,1,1,2,48.46,1,5.0,29.89,0
WINBACK_2025_06,C00050,2025-06-02,Message only,0.0,Save money,0,1,2,56.96,0,0.0,41.01,0
WINBACK_2025_06,C00051,2025-06-02,20% off,6.5,Save money,0,1,1,24.26,1,4.85,12.62,0
WINBACK_2025_06,C00052,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00053,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00054,2025-06-02,$5 off,5.0,Convenience,0,1,1,18.19,1,5.0,8.1,0
WINBACK_2025_06,C00055,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00056,2025-06-02,20% off,6.5,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00057,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,20.47,1,5.0,9.74,0
WINBACK_2025_06,C00058,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00059,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00060,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00061,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00062,2025-06-02,$5 ride credit,5.0,Convenience,0,1,1,16.79,1,5.0,7.09,0
WINBACK_2025_06,C00063,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00064,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00065,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00066,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00067,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00068,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00069,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00070,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00071,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00072,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00073,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00074,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00075,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00076,2025-06-02,$5 off,5.0,Try us again,1,1,2,54.98,1,5.0,34.59,0
WINBACK_2025_06,C00077,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00078,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00079,2025-06-02,$5 ride credit,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00080,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00081,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00082,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00083,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00084,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00085,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00086,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00087,2025-06-02,20% off,6.5,Save money,1,1,1,22.03,1,4.41,11.45,0
WINBACK_2025_06,C00088,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00089,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00090,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00091,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00092,2025-06-02,$5 off,5.0,Save money,1,1,1,15.66,1,5.0,6.28,1
WINBACK_2025_06,C00093,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00094,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00095,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00096,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00097,2025-06-02,$5 ride credit,5.0,Convenience,1,1,1,22.81,1,5.0,11.42,0
WINBACK_2025_06,C00098,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00099,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00100,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00101,2025-06-02,$5 off,5.0,Convenience,0,1,1,20.89,1,5.0,10.04,0
WINBACK_2025_06,C00102,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00103,2025-06-02,Control,0.0,No message,0,1,1,21.35,0,0.0,15.37,0
WINBACK_2025_06,C00104,2025-06-02,$5 off,5.0,Save money,1,1,1,17.57,1,5.0,7.65,0
WINBACK_2025_06,C00105,2025-06-02,20% off,6.5,Convenience,0,1,1,25.89,1,5.18,13.46,1
WINBACK_2025_06,C00106,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00107,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00108,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00109,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00110,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00111,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00112,2025-06-02,Message only,0.0,Save money,0,1,1,19.68,0,0.0,14.17,1
WINBACK_2025_06,C00113,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00114,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00115,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00116,2025-06-02,Message only,0.0,Convenience,1,1,1,18.2,0,0.0,13.1,1
WINBACK_2025_06,C00117,2025-06-02,$5 ride credit,5.0,Convenience,0,1,3,72.15,1,5.0,46.95,0
WINBACK_2025_06,C00118,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00119,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00120,2025-06-02,$5 off,5.0,Save money,1,1,1,16.27,1,5.0,6.71,0
WINBACK_2025_06,C00121,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00122,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00123,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00124,2025-06-02,$5 ride credit,5.0,Convenience,0,1,2,52.14,1,5.0,32.54,0
WINBACK_2025_06,C00125,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00126,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00127,2025-06-02,$5 ride credit,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00128,2025-06-02,Control,0.0,No message,0,1,2,51.51,0,0.0,37.09,0
WINBACK_2025_06,C00129,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00130,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00131,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00132,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00133,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00134,2025-06-02,20% off,6.5,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00135,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00136,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00137,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00138,2025-06-02,$5 ride credit,5.0,Try us again,1,1,2,43.21,1,5.0,26.11,1
WINBACK_2025_06,C00139,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00140,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00141,2025-06-02,$5 off,5.0,Save money,0,1,3,62.89,1,5.0,40.28,0
WINBACK_2025_06,C00142,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00143,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00144,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00145,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00146,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00147,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00148,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00149,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00150,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00151,2025-06-02,Message only,0.0,Try us again,1,1,1,22.59,0,0.0,16.26,1
WINBACK_2025_06,C00152,2025-06-02,20% off,6.5,Save money,1,1,5,102.19,1,8.0,65.58,1
WINBACK_2025_06,C00153,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00154,2025-06-02,$5 off,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00155,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00156,2025-06-02,Message only,0.0,Convenience,0,1,1,21.86,0,0.0,15.74,1
WINBACK_2025_06,C00157,2025-06-02,$5 ride credit,5.0,Try us again,0,1,1,17.18,1,5.0,7.37,0
WINBACK_2025_06,C00158,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00159,2025-06-02,Message only,0.0,Try us again,0,1,4,79.54,0,0.0,57.27,1
WINBACK_2025_06,C00160,2025-06-02,Control,0.0,No message,0,1,1,21.62,0,0.0,15.57,1
WINBACK_2025_06,C00161,2025-06-02,$5 off,5.0,Convenience,1,1,1,25.55,1,5.0,13.4,0
WINBACK_2025_06,C00162,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00163,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00164,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00165,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00166,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00167,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00168,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00169,2025-06-02,20% off,6.5,Save money,1,1,2,46.32,1,8.0,25.35,0
WINBACK_2025_06,C00170,2025-06-02,$5 off,5.0,Try us again,0,1,2,43.44,1,5.0,26.28,0
WINBACK_2025_06,C00171,2025-06-02,Message only,0.0,Save money,1,1,1,24.16,0,0.0,17.4,1
WINBACK_2025_06,C00172,2025-06-02,20% off,6.5,Try us again,0,1,1,17.93,1,3.59,9.32,1
WINBACK_2025_06,C00173,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00174,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00175,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00176,2025-06-02,$5 ride credit,5.0,Save money,0,1,1,22.37,1,5.0,11.11,1
WINBACK_2025_06,C00177,2025-06-02,$5 off,5.0,Convenience,1,1,1,26.86,1,5.0,14.34,0
WINBACK_2025_06,C00178,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00179,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00180,2025-06-02,20% off,6.5,Try us again,0,1,1,24.64,1,4.93,12.81,0
WINBACK_2025_06,C00181,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00182,2025-06-02,Control,0.0,No message,0,1,1,21.01,0,0.0,15.13,0
WINBACK_2025_06,C00183,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00184,2025-06-02,$5 ride credit,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00185,2025-06-02,20% off,6.5,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00186,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00187,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00188,2025-06-02,$5 ride credit,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00189,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00190,2025-06-02,$5 off,5.0,Save money,0,1,1,29.37,1,5.0,16.15,0
WINBACK_2025_06,C00191,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00192,2025-06-02,$5 off,5.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00193,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00194,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00195,2025-06-02,$5 off,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00196,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00197,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00198,2025-06-02,20% off,6.5,Try us again,0,1,1,24.49,1,4.9,12.73,0
WINBACK_2025_06,C00199,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00200,2025-06-02,$5 ride credit,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00201,2025-06-02,$5 ride credit,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00202,2025-06-02,$5 off,5.0,Convenience,1,1,2,36.67,1,5.0,21.4,0
WINBACK_2025_06,C00203,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00204,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00205,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00206,2025-06-02,$5 off,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00207,2025-06-02,$5 off,5.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00208,2025-06-02,20% off,6.5,Try us again,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00209,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00210,2025-06-02,Control,0.0,No message,0,1,2,40.32,0,0.0,29.03,1
WINBACK_2025_06,C00211,2025-06-02,Control,0.0,No message,0,1,1,24.71,0,0.0,17.79,0
WINBACK_2025_06,C00212,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00213,2025-06-02,20% off,6.5,Convenience,1,1,2,43.52,1,8.0,23.33,0
WINBACK_2025_06,C00214,2025-06-02,$5 ride credit,5.0,Save money,1,1,1,22.58,1,5.0,11.26,0
WINBACK_2025_06,C00215,2025-06-02,Message only,0.0,Convenience,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00216,2025-06-02,20% off,6.5,Try us again,0,1,3,70.83,1,8.0,43.0,0
WINBACK_2025_06,C00217,2025-06-02,$5 off,5.0,Convenience,0,1,1,21.39,1,5.0,10.4,1
WINBACK_2025_06,C00218,2025-06-02,Control,0.0,No message,0,1,2,51.16,0,0.0,36.84,0
WINBACK_2025_06,C00219,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00220,2025-06-02,Message only,0.0,Save money,0,0,0,0.0,0,0.0,0.0,1
WINBACK_2025_06,C00221,2025-06-02,$5 off,5.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00222,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00223,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00224,2025-06-02,Message only,0.0,Save money,0,1,1,15.87,0,0.0,11.43,0
WINBACK_2025_06,C00225,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00226,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00227,2025-06-02,20% off,6.5,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00228,2025-06-02,Message only,0.0,Save money,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00229,2025-06-02,20% off,6.5,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00230,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00231,2025-06-02,Message only,0.0,Try us again,1,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00232,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00233,2025-06-02,$5 off,5.0,Save money,0,1,1,28.5,1,5.0,15.52,1
WINBACK_2025_06,C00234,2025-06-02,$5 ride credit,5.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00235,2025-06-02,$5 ride credit,5.0,Save money,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00236,2025-06-02,Message only,0.0,Save money,1,1,1,29.6,0,0.0,21.31,0
WINBACK_2025_06,C00237,2025-06-02,Message only,0.0,Try us again,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00238,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00239,2025-06-02,$5 ride credit,5.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00240,2025-06-02,Message only,0.0,Convenience,0,0,0,0.0,0,0.0,0.0,0
WINBACK_2025_06,C00241,2025-06-02,Control,0.0,No message,0,0,0,0.0,0,0.0,0.0,1
